,doc_id,review_text,total_sentiment
676,677,"When the purple nail polish is wet, it looks really cool, but when it dries it turns almost black and it's not very glittery. i like the plain glitter and i think it would look good with a white basecoat.",6.0
677,678,"This curtain is NOT something I would hang in a bright trendy or formal space. My boys bedroom has a blanket which matches the blue in this and his room is a smidgen dark so you can't tell quality etc. It is a simple curtain, blocks light, although you can see pinholes in the daylight so not true blackout. It does seem to reduce road noise. We live on a Parkway. So it works but nothing fabulous looking but not ugly.",14.0
678,679,David platt is a bit of a phenomenon in my mind. His books are blockbusters for the christian faith and worth while for any serious believer. I definately recommend this book!,11.0
679,680,These have a very brilliant color and they are stackable! They stack with about 2 in clearance. Went through top rack dishwasher with no problems and the rims are very smooth to drink from.,9.0
680,681,These bowels are wonderful. They are very versatile in there use. The lids that come with each bowel makes it great when you are storing something.,11.0
681,682,"The only thing I don't like about it is there are some triangular slots on the side of the can that catch the trash sack when I am taking the sack out. If I take care to pull these back out of the way, it works great.",6.0
682,683,"Great product, if you're looking for a stand i highly recommend this one, cheap cheap cheap, very sturdy, the fan works great and isn't too loud (obviously you will hear it to SOME extent) and the controller charging docks charge well and you can just drop the controller right on for quick connections in those crazy firefights you KNOW your controller always dies during",4.0
683,684,"Everything is above expectation. A bit smaller than I thought it would be. Has some glitches. Surprisingly even with a quad-core it lags a bit. Has no support in xfa for mods or to root. Recommended for people who are happy with simpler phones. It looks like There is no auto bright and screen is brilliant , wish it had amoled.",24.0
684,685,"Quality not that good. Don't expect too much from this product, it is cheap for a reason. With that said, as long as you don't fill it up more than half way and with items that are very hard to chop, it works great.",7.0
685,686,What should I say about these needles? They are great for sewing. I also like that it's assorted. I have many needles to choose from. Even my granddaughter could use it if they have project in school for sewing.,16.0
686,687,"I had to buy a new mug for my daughter, after I ruined hers. She absolutely loves Doctor Who and this mug. I bought mine too. It worked out great for me because now I have my own too. Great buy for any Doctor Who fan! We're both mesmerized by the images disappearing and reappearing. It is officially his favorite mug for hot chocolate!",24.0
687,688,The clip on the book light did not clip strongly. The button to turn the light on and off did not work smoothly. The light was dim and blue colored. The light bulb did not work long. I do not see a way to change batteries.,12.0
688,689,"These shorts fit like a sack. While they made me sweat when I worked out, I spent far too much time trying to keep them pulled up. I would not waste my money on this product. These rate ""zero"" stars. 😖",14.0
689,690,"I haven't lost much weight yet but I don't feel hungry like I normally do and don't feel like snacking much, hope my weight will start dropping soon.",2.0
690,691,"I initially bought this product from third party seller in CA. They shipped me knock off, on contacting amzer support they told me how some companies are running a scam and selling knock off products and they were very nice to ship me a Free replacement product. This time the product I received was amzer and I could feel the difference, this product was very good and is working very well with my iphone 5. Highly recommended but make sure it is the real deal.",14.0
691,692,"I purchased this hat for my father. He has some skin cancer issues and should be wearing a hat at all times when outdoors. The hat is very nice quality, fit perfectly and looks great on him! I was very pleased with my purchase.",13.0
692,693,I was looking for a hat that is not too big but will keep the sun rays away from my eyes. I would use this for every jogging or walk. I just hope it will last longer.,9.0
693,694,"I use this tea tree oil for household disinfecting purposes. I would definitely not recommend this for any personal care uses as the different smell leaves me feeling suspect as to whether it is therapeutic grade or not. Overall, I'd recommend it for someone to consider for themselves due to the price, but only with the above comments.",11.0
694,695,"Works as described. The ergonomic handle is a big improvement over the traditional models. The blades are sharp, making it unsuitable for children helping around the kitchen.",11.0
695,696,Bad experience all the way around. Didn't get the items at the same time.. And once received they didn't hold a charge as good as it should have. The picture was of a black battery when in fact I was sent a white battery. Worst experience ever...,15.0
696,697,Perfect that you can listen to music on this Bluetooth but what's the point if the sounds quality is very low. There is no volume adjustment when listening to the person on the other end. I didn't return it because of the shipping and handling cost. I kept it as a standby Bluetooth in my car.,9.0
697,698,The buttons on this thing is woo hard to press. Especially I use the power button a lot and it bothers me to have a hard to press button. There is no tactile feeling on volume buttons either. I keep looking at screen to see if it worked.,12.0
698,699,"First let me say that I'm a big Sony fan, but this video camera is very disappointing. It made the video quality of my 8mm look like HD. The footage was only good in the outdoors or brightly lit rooms. It's good for low resolution internet uploads",11.0
699,700,"I put this beautiful crystal spark plug niceEshop at a very reasonable price, but I like how it looks, so all my mobile phone accessories look great! Worth the money looks more expensive than happy,",8.0
700,701,The bed was really easy to assemble and it looked great. MY husband and I have been using it for over a month and it's still holding up pretty well. I like the style of the bed and it fits our mattress perfectly.,13.0
701,702,"This shampoo smells really bad that I can't bear to use it any longer.After trying it just 3 days, I had to give it up because of the foul smell. It smells like gasoline almost.I can't comment on the results because I haven't use it long enough to know.",4.0
702,703,"This product doesn't have me entirely convinced yet. But with that being said, my weight has always fluctuated quite a bit so it's hard to tell whether Garcinia really is as life changing for me as many other users are reporting. Maybe it's my metabolism or my eating habits (I usually skip breakfast and lunch, but go by on coffee until a light meal around 3pm and then eat a bigger meal in the evening). I started taking the Garcinia with my main evening meal but so far I can't tell whether it has really helped me. I will give it another month and then maybe switch to green coffee bean extract.",13.0
703,704,What is funny about this book that its not to off on what happens behind closed doors when the president campaign comes around every 4 years. Nevertheless I liked the book for what its worth it has some strong points.,8.0
704,705,"When I purchased this headset, I had been looking for a quality pair for a long time. I had tried time and time again hoping for something that sounded great and was comfortable on my head.Not only was this headset extremely uncomfortable, but the sound quality was horrible. After only a week, one side stopped working and I had to hit it to try to get it to work again. This was absolutely NOT what I expected after looking at the other good reviews.I searched again, asked around and finally found a headset that works now, and I love it! It has been about 2 months and it still works great. I can go hours at a time without them bugging me and the sound quality is AMAZING!If you need a QUALITY headset, go here ------> http://amzn.to/1nsrbPnI promise, they are well worth what they cost. You cannot beat quality!!!",21.0
705,706,I bought as gift for my son. He says he loves his new headphones. The quality is very good. His only complaint is that they are a little bit of an awkward fit. I offered to send them back but he said absolutely not. Thinking of getting myself a pair.,18.0
706,707,"Predictably enough, my nieces and nephews tried to get into my liquor cabinet the last time they came over. So now, I have these locks to keep them out, hopefully anyway. I don't relish the thought of them getting drunk on vintages they don't understand, after all.",7.0
707,708,My hubby has had his pair of reef sandals for years. They are extremely durable and very comfortable. I will definitely be buying him another pair when the current ones finally are done.,12.0
708,709,"Interesting movie about military school, and one that does not portray its characters as cardboard cutouts (as happens so often with movies about teens) but as real people with depth.  It does get off at a slow start but has a well crafted plot, and one does not stretch credulity; in other words not everything turns out as the audience wants it to.",4.0
709,710,These are nice curtains that fit a standard size window. We bought this for our 3 year old daughter's room to match the rest of the bedroom line she has and they are great! Have had them for 9 months now and still holding up strong.,12.0
710,711,"I bought Motorola H730 Blue tooth Headset a month a go. I am very happy with the head set. I was able to link my personal phone and my work phone to the head set without difficulty. Easy to use, has voice prompts you can turn off or on. Sound is clear on both ends.",15.0
711,712,"i got this for my 12 year old son who cant put his guitar down, he likes it because of its durability and color options plus its a cheap buy for me so good deal.",4.0
712,713,This stuff here was no good in my personal opinion. I didn't lose any weight at all and It certainly did not curb my appetite. I tried a different brand and had much better results though so I don't know what to make of that but that is what it is.,6.0
713,714,"My sister liked this ring and I can see why, she has small slender fingers, unlike mine, so I wouldn't recommend this to any one who has fingers that are a bit bigger not slender and knowing that you wouldn't wear it on a daily basis. I'd spend money on something else that's worth wearing all the time!",6.0
714,715,this one really uncomfortable to wear.The size and quality of the cotton isn't very good.I accidentally order second time and trashed the whole pack.,4.0
715,716,I was so excited when i came across this apple peeler. I was so tired of using my carrot peeler for my apples.I only gave this review 3 stars because the quality just isn't there. After the first use the spring broke on the peeler ring. I am still able to use the product it just doesn't spring back to take off the whole peel.I also wish the silver counter hook was mounted on the other side of the peeler. It does not hook to the counter the way it was designed.It was very east to install the handle just need a phillips head screw driver.,13.0
716,717,This chrome aluminum case was a great bargain. I looked at other metallic cases that were quite expensive. The case looks fantastic with a white iPhone 4s and it looks expensive. I have not dropped my phone yet but I believe the case would protect the phone well if dropped from a few feet. I'll update it later.,15.0
717,718,If you like the aroma of the coconut oil then you will definitely like this product. Personally I like the aroma of the coconut oil but my body doesn't seem to be able to deal with it well. Therefore I have stopped buying it anymore.,8.0
718,719,This bag has a lot of space! I can also put feeding bottles and some clothes on it. I love it so much!  The design looks like it's not a diaper bag. It was very well-made.,16.0
719,720,When we needed to print the apple located the Epson workforce 445. I learned to scan to the apple after we put the Epson disc in. It was a fast process. slow scanning but that is the Epson. It cost more but it is living up to our expectation. The apple was the best price anywhere. It arrived on time and packaged well. It is a new experience but easy to learn. Phone help is $100. We read the book and understand the computer without help.,31.0
720,721,"It is really a quality bag and the price was really great. Works ok but wish it was a little larger, wish it had zipper instead of snap for accessories compartment, wish pocket on back had Velcro to close.",6.0
721,722,"Much smaller than expected. The description really should indicate that this is a mini donut pan. I'm disappointed, but the pan is decent quality for what it is. Also, I did not receive any recipes as mentioned in the description.",13.0
722,723,"Last year I bought a set & they do keep veggies & fruits fresh for a long time & I do save money. I bought this new set b/c the rectangular containers were presented to hold more but they don't so I returned them. The Presenter seldom closes a lid & that's b/c you can't fit much in them especially large Bell Peppers, lettuce, a normal bag of spinach etc. It's only my husband & I so it's not like I'm trying to store food for an army.",9.0
723,724,The case is too thin and snapped into two pieces on the very first time I tried to take it off to clean my phone. The dirt gets trapped inside the case and need to clean very often.,6.0
724,725,"When I turn the volume more than half way up on these speakers, there is significant distortion. There is no way to get decent volume without distortion.",5.0
725,726,I don't know if it is all the hype but I didn't see any differences in my skin tones or any improvement in my complexion as it claims.That is two product that I got fooled into buying and didn't work,4.0
726,727,"I am a male reviewer. This is my second Brother sewing machine. I had to get a new one because I was sewing heavy material and the Key popped out of the needle assembly and I lost the key and I was unable to find a replacement, so it was easier to buy a new machine.",8.0
727,728,"My sister had one of these when we went over for a visit and I told her to throw it away after seeing how ineffective it is. Remember that everything counts when your baby's wellbeing is on the line. Hospitals usually provide nasal aspirators that work quite well, so just use those.",9.0
728,729,"Such a Russian classic. My second favorite book by a Russian author next to Crime and Punishment. The story, the characters, descriptions of the events, the clothing of that period is incredible.",11.0
729,730,"I bought these kitchen scissors because I saw it was voted Best Kitchen Scissors. I have children so it was great that it had a safety lock feature on it. They designed for comfort, which I can agree to that after having tried it. I am left handed and it fit well. I can use it for practically anything, which holds true to the meaning of multipurpose. However, I tried to wash it using the dishwasher and that did not turn out so well. I will have to handwash it, as recommended in the description. So please be aware of this. That is really my only complaint about the scissors and my reasoning for the three star.",30.0
730,731,"The printer works great, I really needed it for the scanner and it's great for that. It prints great too, my only complaint about the printing though is that it takes FOREVER to boot up before it actually prints.",8.0
731,732,garcinia don't work. stupid decision but i fell for it. all the reviews that say this is good are bought and paid for,9.0
732,733,It's not the best rope but it works ok for the price. It will work if you need something quick but I wouldnt use it for anything heavy duty.,7.0
733,734,I was mislead and extremely disappointed. This product did not support its claims and I question the legitimacy of this product. .. Seems to be a very profitable scam!,13.0
734,735,"Not too glittery and not too nimble. A stunning wrist watch from the top rated genre of Casio edifice. Bought it from them because their professionalism is undoubtedly top notch. Coming to the watch, be prepared friends.",14.0
735,736,"Just started using this, so far I like it, it's light weight and gives that fresh feeling to your skin.",4.0
736,737,"This is not a good potty for little boys!! The splash guard is almost non-existent and the opening for the potty is very small. My son is at the top of the growth chart for his height and weight. In order to get any use from the almost non-existent splash guard, he has to sit too far back on the potty and because the opening of the potty is very small, his bottom is part way off the potty.",12.0
737,738,GIAC Certified Intrusion Analyst Certification (GCIA) won't help you pass..but may ensure you fail.How so?  Over 50% of the info in this book is not current.So you will study and prep for the wrong questions.,10.0
738,739,This set is really cute and includes a ton of different items. It is made well and I'm really happy with it. Each piece is well-made and has a lot of detail.Provided for free to review by manufacturer.,12.0
739,740,"Followed instructions as provided with a healthy diet and exercise. Did not see anything different in weight, appetite or anything.",5.0
740,741,I love being able to go in and shower without being cold. It takes some time to get warm enough in that room before I can shower. I am not sure how long I would need to leave the fan on to absorb the water on the shower walls because I was use to wiping it down and I am still doing that.,10.0
741,742,"I was looking for more than the typical glass set and I found what I was looking for. They are heavy, which I like, so I can use them everyday and not have to worry about chipping them. Friends and family love them! My only wish is that they were a little taller and could hold just a little more.",10.0
742,743,"This is okay for chilling a glass or two of wine, but don't expect it to chill your whole bottle.  Good for in a pinch though.",5.0
743,744,The muffins I made came out great. I only sprayed the pan since I didn't have the cups to fit a large pan. It washed up nice. The pan is thick but not heavy. I would recommend this pan.,15.0
744,745,It mixes up easily. The texture of the pancakes is perfect. The pumpkin flavor is not too over powering and just the right touch of spices. I highly recommend this item to pancake lovers and pumpkin flavor fans.,15.0
745,746,"I often would have liked to have on my previous KVM. Also, while you can't tell from the photo (where it looks short), the wire / cable from the main box to that toggle is pretty long (about 6 feet). Yet another little pleasant surprise: the button has a rubberized bottom so it doesn't slide around easily on the desktop.",9.0
746,747,"Fits good on my 58mm lens. Although it can be a bit loose sometimes but for the most part it stays one. If you are looking for an affordable lens hood this is a good buy, otherwise spend the money on something nicer and made by canon.",10.0
747,748,"The compartments are plenty.It's really nice, The material is good and the wallet is made well. The compartments are plenty. I love my Blue synthetic leather wallet. It doesn't look cheap.",13.0
748,749,"We were looking for a great non-stick pan that would last a long time and we thought that this was it. As many reviewers already pointed out though, it loses its effectivenesseventually. Ours lasted almost 7 months, but still.",8.0
749,750,"Lightweight, comfortable, surprising bass, good range. Can't comment on water resistance or how long they'll hold up. Looks like batteries may be replaceable if need be. Can't argue with the price.",12.0
750,751,"I ordered ""BLACK"" & they sent ""BRIGHT WHITE""! Must be Color Blind FOOLS! DO NOT BUY FROM THEM!!! You will NOT get what you ordered right! I didn't unpackage it, I put my purchase on EBAY & trying to get my money back!",12.0
751,752,Loved this product. It was easy to apply and looks great on the wall! I would recommend this product to my family and friends.,12.0
752,753,"I use this gadget in the kitchen, but also for decoration. If you love to have fun - this is the right one for you, but it's also a great gift. Just hanging in the kitchen, this is a fun product to have.",11.0
753,754,"This microwave came with plastic shrink wrapped over it. Sort of a thick shrink wrap which you have to remove. It's hard to tell it's there and it's a chore to get off. In fact, it appears they shrink wrapped the parts before they put it together, because the plastic stuff is in the seems where the oven is put together and that you can't get out. I never would have noticed it was there, but it covers the vents.Okay, once the thick plastic wrap is off, how does the microwave perform? As good as any other and it's attractive, but it's small, the interior I mean. I expected larger. The pizza oven could be bigger. The large frozen pizzas we get at Safeway are too big for it. Still, cut them in half and it performs okay. It's perfect for the ones we get at Costco. All in all, this microwave does the job, but I don't think I'd recommend it for someone who cooks a lot, because of it's size. But for a bachelor or bachelorette, it'd be perfect.",40.0
754,755,"Great to have in your house it does the job no its not electric and count if for you, you can't be so lazy about counting and you have to work a bit. small tip its usually much easier to count your own money, you may not see it as a problem. If you do count your coins properly you will see the benefits.",9.0
755,756,"We use three of these file organizers for my busy psychiatric practice on a daily basis for charts of patients to be seen each day. They are invaluable to me. The chart labels are clearly seen, allowing me at a glance to see what my day looks like and how many more patients there are to be seen. They are inexpensive and rock-solid with charts in them. I can't think of a better system for organizing charts to be used that day!",14.0
756,757,When I saw the ad for this movie I was intrigued and then I ran into this book in the book store. Taught by my previous experience that tells me that books are far more better than the movies I read this and it proved out to be true once again. You get so much more from the book.,10.0
757,758,Putting together was hard enough with two ppl. But to finish and realize that drawers metal was installed not straight and the drawers don't go in evenly was very disappointing,4.0
758,759,"These headphones are awesome.Really light as a feather and a durable cable.Sound quality is great as well but only thing that i had problems with was the rubber head of the headset,which has trouble fitting my ear but i hope I will fix it in no time!",4.0
759,760,"After trying this supplement,  I do not feel that it lives up to the hype.  We used the whole bottle but never felt right after using it",5.0
760,761,"This is a pretty thin replacement that really makes me nervous to use. It's definitely much better to just get a new one, even one that's much cheaper than what you had before.",6.0
761,762,"Purchased this watch to give to my son. Looks nice but hope the clasp on the band holds up, it does not look that sturdy. Other wise this product is a great value towards an inexpensive gift for a loved one.",12.0
762,763,Is it possible that the author meant to write  a CAPM book but by mistake marketed it as a PMP book?  Extremely misleading and full or errors. Questions are awful and have no similarity with real life questions. It is an ok book for the CAPM preparation though.,12.0
763,764,"This mouthpiece worked fine, yet the cover would continuously slide off, often resulting in dust getting into the mouthpiece. I would recommend this to people, as long as they are willing to clean the mouthpiece thoroughly before and after use to prevent dust from accumulating.",8.0
764,765,"I wanted to like this product but just couldn't force myself to. Was so excited to buy it as it's cheaper than some of the well known brands, however it just doesn't cut it. Carrots came out only in short slices and zucchinis became mangled stuck together, and I just couldn't get it to work like advertized. The blades look dull, and the Vegetti appears to be made from very cheap plastic; I don't know how long before this thing breaks. I guess you get what you pay for, but with what I know now I wouldn't even spend $10 on it.",10.0
765,766,"great earrings, i just love it especially when it matches my dress and the design is almost same with my shoes, i mean this earring really fits me in my all black seductive new dress...",4.0
766,767,"I did my research I decided on this machine, I was so excited to get it! Since it is expensive, I wanted to save some money any where I could so I decided to get a refurbished one.",7.0
767,768,the phone case fit the iphone 5c what i bought it for but its a black case with a sticker on it and it looks nothing like the phone case in the photo,2.0
768,769,"this is a great frying pan and super easy to clean.but, after using it a few times, i observed several small patches of lost coating by the edge/lip of the pan. overall this is ok, but not really excellent.",8.0
769,770,Great price to renew my Xbox subscription. Even better was the option to receive my mail in rebate within a week if I choose to. I will look to you guys again for my next renewal as well. Thanks,14.0
770,771,"I got this toy for my nephew for his birthday. I needed a toy that wasn't going to break and something to inspire him to do better in life. I got the bang for my buck when I bought this. The first thing he did when he got this toy was drop it. But, it still functioned like it was brand new. Overall, it a great plane and my nephew wants to be an inventor now more than ever.",17.0
771,772,Work fine and perfectly serviceable for the low price. Don't expect quality in the sound for music or vids though.,6.0
772,773,This rice cooker is the first one I've owned to make perfect brown rice. The last two have overcooked it every time. Also works great for steel cut oatmeal. I'm very happy with this cooker!,14.0
773,774,Brought this wallet for my husband he loves it. It holds a good amount of cards and folds flat so he is able to carry it in his back pocket or suit pockets discreetly. The color is rich and looks very expensive. Plan to buy one for my father.,14.0
774,775,"Thank goodness I got this from the library instead of shelling out money for it. Unbelievable how backwards the views are. The ""style"" of training is nothing short of animal abuse and was already outdated twenty years ago. There are dozens and dozens of books on positive reinforcement training and babies/kids that leave this book in the dust.",10.0
775,776,I don't smoke or anything so I am unsure why my case is now a yellow color. Extremely disappointing.,7.0
776,777,"THIS IS VERY UNSAFE TO USE DO NOT BUY!!  this item no matter how many times I washed it is greasy the mafucature supposedly makes it with grease so it should stay nice and shiny however its not at all safe being your feet keep sliding across the mats, I tried washing it with hot water and soap multiple times and that did not help my cousin who bought this together with me has the same issue,Ps they are very cheaply made!!",5.0
777,778,i don't plan on taking so many in a 6 months span lol... you need to check if the expiration is in order otherwise you;ll end up like me with another bottle of medicine tossed with the trash.,2.0
778,779,The quality of the frames is very good. I love these frames and I wish I could find them in other colors.,9.0
779,780,These are extremely weak. I have tried a couple turmerics but none of them work good. I dunno if I am going to try a third one.,8.0
780,781,This little TV is affordable and we use in it our kitchen for recipes. But the software is sucky. It is certainly not something you would find on an Apple operating system and even makes Windows 8 look good. But I did not buy it for that. I bought it to watch mindless television in the kitchen. Like Marta and cooking shows.,17.0
781,782,"I thought it was sturdy but sadly it is so flimsy, When all my shoes fell, then the essence of this organizer is gone.Practically speaking , better buy those somewhat expensive but sturdy ones. This can't hold and organize bunch of your shoes.",4.0
782,783,Don't waste your money. Took as directed for over two months. Increased dosage as says to try on box. Nothing. Might as well just drink more coffee early in the day if you ask me. WAY cheaper than this over hyped crap.,15.0
783,784,"I really don't need food or water. You know why. I'm coming to your house to take it. The only part of the book I focused on was the weapons but guess what. There was very little on weapons and more on all the other stuff. People, gangs and other groups will be your worst nightmare. I suggest you find out real quick who you can and cant trust because I'll come looking fro you. Sorry, well come looking for you.",24.0
784,785,I really wanted to just fall in love with this butter but I found that I had to keep reapplying which is a turnoff for me. Seems like a nice lady too. Returned.,8.0
785,786,the headband is actually not as wide as in the picture and not really the same color it came as kind of a sparkle gold and its uncomfortable itchy and pretty tight,2.0
786,787,"Excellent product! I just wish that the bottom was easier to put on and take off, and I wish the inside was lined with a rubber material (like some cases that I have purchased in the past). I am scared that if I drop my phone in this case, it will crack since the case is plastic and not lined on the inside with rubber. All in all, this case is wonderful!",12.0
787,788,"This painting is my serenity. Perfect for the bedroom and relaxation time. I prefer to have it somewhere I can look at it while I turn on my mini water fountain, as I listen to the sounds of the water and looking at this painting takes me to a place of complete peace. After a long stressful day at work, or as part as my meditation, this never fails me. It takes me to a dreamland while I am still awake. Having the extra added mini waterfall really brings out this artwork to an even larger scale of reality. If you enjoy peace, and clearing your thoughts, dim the lights and just let yourself go, and you will soon find yourself to be in that place of deep relaxation.",24.0
788,789,This is a pretty lame product to be honest. It's just too hard to use and I'm confused as to what it's actually meant to be.,4.0
789,790,"While in the beginning all seemed ok, but started to have problems opening the program. When the program did open, I was able to do everything the program was supposed to do, it was just that I could not open it within an hour or two and sometimes not before the next day.",4.0
790,791,"Dont waste your money on this, I might as well have gone to the dollar store to buy the same thing because it is not silent and my dog has no reaction to this at all.Please dont leave in the same time, you can leave 1 today and 1 tomorrow",2.0
791,792,Bought this for my newborn and very pleased with it! The size is just perfect for home or takes along too! Colors and design are really nice! She loves to snuggle in it and really enjoys looking at it! She's delighted when she sees it I guess from the circular designs & colors! Now my baby girl is eight months and inseparable!,22.0
792,793,"I like It very much!  it's very nice!  This jacket is very well made, fits well, and is great for layering!",11.0
793,794,".I was quite impressed with this multi-function face mask since it was so stretchable and it would constantly stay in place and I had no discomforts at all of wearing this certain product.It is useful, helpful and functional and I had been using this for long period of time and it is still great like a new purchase. It has very good quality materials.",11.0
794,795,"I got two thumbs up for this key chain. I could put a lot of keys such as car keys, home keys, and so on. I hope it would have another color like gold. But the rest is fine. It's perfect for my keys.",19.0
795,796,"The battery pack works well. At first I was concerned because the amperage was a different number, but that doesn't seem to have any effect on the performance. The charge lasts a long time and our camera works fine.",10.0
796,797,"Time doesn't move by any slower as you get older and we seem to stop using our brain as much as we get older, things turn into habits and not thoughts. This is a dangerous occurrence for the older folks because it can lead to some serious problems, keep your mind fresh and active with this quick guide to helping you sharpen your thinking skills.",4.0
797,798,The optics clarity was not. Ever close to what I expected from them. The optics is closer to what I would expect from fisher price. Bottom line they are over priced for what you get.,12.0
798,799,"Moving forward with my recent healthy lifestyle I decided I wanted to monitor my weight. After looking through reviews I decided this was the one I wanted. Although, I found out it is not what I was looking for.First off, I tested the scale by placing a specified weight on it and each time it would miss the actual weight by 2-4 pounds being either higher or lower...This was pretty frustrating because sometimes even the smallest drop in weight makes me happy and keeps me motivated. I wanted something that would be accurate every time I stepped on it. I dealt with this for a little while before doing serious research and getting a scale that I LOVE.I have owned it for over a month now and can say it is accurate every single time! I check it every so often with a weight to be sure and it has never been wrong.I actually ordered it here on Amazon ---------> http://amzn.to/1lKSlNcThis thing is magnificent! I hope I could help others by sharing my experience.",21.0
799,800,"I gave these goggles as a gift to my brother's kids. They are participating in the swimming team and they spend a lot of time training every day so I thought that this will be a great gift for them. They were very happy and after using them at the training sessions, they told me that these are the best goggles they ever got. They said that the goggles are perfect and the straps adjustment is very easy. They liked the blue color very much because it is their favorite color. As they are using them for some time now, they didn't broke and the quality didn't change. I liked the one year quality guarantee, it is a great offer but I didn't use it till now. The visibility is very good for outdoor usage while it is not as good when used indoor, and this is why I gave it 4 stars. Over all, they are well made where they protect the eyes perfectly. I highly recommend this great product. Thumbs Up",41.0
800,801,"This speaker was supposed to just let us play some tunes while enjoying a day of fishing, but it performs even better than what I thought. The volume goes so high, people by the shore could hear it and they were probably 2 km away!",7.0
801,802,I was hopin for more mileage from the curcumin pills. I dont have arthritis bt I do have headache problems and I read it was good for that. I took it twice when I had a headache but it did not make it go away.,9.0
802,803,I use these types of wallets all the time. I like to put a credit card or two in the pockets along with a license. The wallets I have had in the past allowed many more cards than that but this one would not accept even one.,8.0
803,804,Just get this product already. It works as advertised and won't disappoint unless you're expecting it to do something that it wasn't even designed to do.,5.0
804,805,"I purchased this webcam to keep in touch with family but it never worked. I followed the instructions in the handbook, which there weren't many of to start with. The cam never got a picture, never recorded. I followed the trouble shooting suggestions and they didn't work.",10.0
805,806,"Very handy to have this kind of toolbox inside your house. Saves me time for running to our garage just to get a screwdriver. Well, you really can't risk your tools laying around with no container. Pretty decent for its price. I had to replace some tools with mine but nothing serious.",16.0
806,807,"You don't need to put it around your wrist or any body part. You can put it anywhere; love this band, works great on my 2 1/2 year old grandson.",6.0
807,808,This was ordered to be in my entrance under my mirror but it was too tall and it was not the way I imagine it. It is doing it function for the shoes but it is cheap looking.,4.0
808,809,"I like this but it's not perfect.  Works best on flat surfaces, if you have a curved surface it's not going to be as effective there.",5.0
809,810,"Really great athletic tape. I'm constantly getting my ankles taped to play basketball, need to immobilize my ankles. It definitely beats the nasty white most athletes use that leaves a mess after you take it off. Since it's called Fidowrap, I'm guessing it's for dogs? It didn't really make a difference for me, but I did use the white tape to mummify my dog for halloween. Worked great, didn't come off.",18.0
810,811,"This scissor works for everything I tried it on. It cuts paper, it cuts cardboard, it even cuts through Styrofoam, and I always have trouble with that! All things considered, this is a very good product.",10.0
811,812,The name is bit misleading as it's not made in Chicago or for that matter the US. it's made in China and the handles are quite flimsy. That said if you are not into serious cooking the set will do quite nicely. If a friend is looking for a cheap set for not heavy duty cooking I will recommend this product. Otherwise look some more.,13.0
812,813,"My dog still has fleas even after using this for over a month. I'm not sure how ""fast"" fast acting is supposed to be but I'm quite certain that its quicker than a month. Had to go to the vet because the situation got too bad :(",9.0
813,814,"I was hesitant to buy a drumset without seeing it first, after my son broke his first set. I was pleasantly surprised with the workmanship of the product when it arrived. However the assembly instructions, left something to be desired. I ended up putting the bass thing together multiple times: first i had used the wrong tension rods and didnt know until i got to assembling 1 of the Toms, then I had leftover washers and realized they should have been placed on those tension rods. I still have a few pieces that I'm not sure where they go.",12.0
814,815,The case looks gorgeous on my phone but after a couple of hours I noticed the back is really scratched up.,4.0
815,816,easier to hold and use... changed home phone to cell and use this all the time...much easier and clearer ..,6.0
816,817,"I purchased this to replace a different cordless trimmer. You get all the attachments from 1/8"" inch to 1"" plus attachments for over the ear and an eyebrow trimmer. You also get two additional trimmers (one for fine hair in hard to reach places with the bulkier clipper and a medium size clipper I use for the neck and around the ears).",10.0
817,818,"My cats all really love this cat food. I'm not sure why but they will only eat these flavors and they hate the seafood flavors. I guess they prefer to eat land dwelling animals, I don't know. Anyway, this is the only kind I buy for them. It is consistent and always arrives as expected.",16.0
818,819,These have melotonin or something similar in them and what I didn't know was that for some people melotonin causes extreme insomnia and drowsiness.,2.0
819,820,"good sound best quality , nice celerity, nice looking body ,,its a super Awesome product, best thing is loud voice",5.0
820,821,"This tea kettle looks nice on the outside and I thought I had found a really nice kettle for daily use. Unfortunately, after some time, the inside became a little rusty and the rust has increased with use.",9.0
821,822,"This new umbrella provides shade for a very large area. I'm having a bit of a problem finding concrete slabs to fit under the edge, so I used 4 square concrete stepping stones to hold it down. The umbrella itself moves too much during a strong breeze but other than that it's really nice.",7.0
822,823,"They are big enough to hold up for a whole set, then I change them for the next set. They aren't so big as some others that cost more, but then the bigger ones at times seem to make me hotter, so I sweat more..",8.0
823,824,This was the first wallet that I valued so far. It has plenty of room for the cards and important receipts inside. It also serves as a dual purpose because there's a room for phone and for make up. I would definitely buy this again.,15.0
824,825,I have never tried S&W baked beans before and after these are gone I doubt I'll ever try them again. The beans are small and the sauce is watery and anemic-tasting. Really bland. Very disappointing product.,8.0
825,826,"Not bad if you aren't doing much in the way of gaming or something, if so look for a faster card.  But this one does the job depending on your needs.",4.0
826,827,"The watch looks good, with a nice mix on the band. And the feature allows me to see the time in low light. My last watch was a from other brand and lasted for years, so I'm hopeful that this one will, as well. I really like it and recommend it--a good-looking watch for a good price!",14.0
827,828,I used this product many years ago and it was the best. I was so glad to find it on your web site. It makes garlic bread that is absolutely delicious. Better price than regular grocery stores. Love it!!!,19.0
828,829,Love it! great fit for my phone and it is so comfy to handleIt doesn't seem to slide downGreat Product!,9.0
